Player,Season,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
Tim Duncan,2012,35.0,58.0,58.0,28.2,6.2,12.6,0.49200000000000005,0.0,0.1,0.0,6.2,12.6,0.495,0.49200000000000005,3.0,4.3,0.695,1.9,7.1,9.0,2.3,0.7,1.5,0.59,1.7,15.4
Mike Dunleavy,2012,31.0,55.0,3.0,26.3,4.3,9.2,0.474,1.5,3.8,0.39899999999999997,2.8,5.4,0.527,0.557,2.1,2.6,0.8109999999999999,0.5,3.2,3.7,2.1,0.5,0.1,0.91,1.6,12.3
Kevin Durant,2012,23.0,66.0,66.0,38.6,9.7,19.7,0.496,2.0,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,0.26,2.0,28.0
Jerome Dyson,2012,24.0,9.0,1.0,20.0,2.1,5.3,0.396,0.1,0.9,0.125,2.0,4.4,0.45,0.406,3.1,4.0,0.778,0.2,1.9,2.1,2.0,1.2,0.2,0.45,2.1,7.4
Devin Ebanks,2012,22.0,24.0,12.0,16.5,1.5,3.7,0.41600000000000004,0.0,0.4,0.0,1.5,3.3,0.46299999999999997,0.41600000000000004,1.0,1.5,0.657,1.1,1.2,2.3,0.5,0.5,0.3,1.25,1.1,4.0
Wayne Ellington,2012,24.0,51.0,4.0,19.1,2.4,5.9,0.40399999999999997,0.7,2.1,0.324,1.7,3.8,0.44799999999999995,0.462,0.6,0.8,0.8,0.3,1.7,1.9,0.6,0.5,0.2,2.0,1.1,6.1
Francisco Elson,2012,35.0,5.0,0.0,3.2,0.2,0.6,0.33299999999999996,0.0,0.0,0.0,0.2,0.6,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,5.0,0.0,0.4
Andre Emmett,2012,29.0,6.0,0.0,7.5,0.7,1.2,0.5710000000000001,0.0,0.2,0.0,0.7,1.0,0.667,0.5710000000000001,0.8,1.3,0.625,0.3,0.7,1.0,0.2,0.3,0.2,3.33,0.3,2.2
Semih Erden,2012,25.0,28.0,9.0,11.9,1.4,2.6,0.527,0.0,0.0,0.0,1.4,2.6,0.527,0.527,0.8,1.5,0.0,0.7,1.9,2.6,0.3,0.4,0.2,1.67,2.1,3.5
Jeremy Evans,2012,24.0,29.0,0.0,7.5,0.9,1.4,0.643,0.0,0.0,0.0,0.9,1.4,0.659,0.643,0.3,0.6,0.5,0.7,1.1,1.7,0.4,0.2,0.8,5.0,0.8,2.1
Maurice Evans,2012,33.0,24.0,0.0,14.3,1.9,4.7,0.402,0.7,1.9,0.37799999999999995,1.2,2.8,0.418,0.478,0.4,0.5,0.769,0.3,0.7,1.0,0.4,0.6,0.0,2.5,1.5,4.9
Reggie Evans,2012,31.0,56.0,0.0,13.8,0.6,1.3,0.47200000000000003,0.0,0.0,0.0,0.6,1.3,0.47200000000000003,0.47200000000000003,0.6,1.3,0.0,1.8,3.1,4.8,0.3,0.6,0.1,1.25,2.1,1.9
Tyreke Evans,2012,22.0,63.0,61.0,34.3,6.5,14.3,0.45299999999999996,0.3,1.6,0.20199999999999999,6.2,12.7,0.484,0.46399999999999997,3.2,4.1,0.779,1.0,3.6,4.6,4.5,1.3,0.5,0.37,2.2,16.5
Kenneth Faried,2012,22.0,46.0,39.0,22.5,3.9,6.7,0.586,0.0,0.0,0.0,3.9,6.7,0.586,0.586,2.4,3.6,0.0,3.1,4.6,7.7,0.8,0.7,1.0,0.83,2.5,10.2
Jordan Farmar,2012,25.0,39.0,5.0,21.3,3.8,8.1,0.467,1.4,3.2,0.44,2.4,4.9,0.484,0.5539999999999999,1.5,1.6,0.905,0.2,1.4,1.6,3.3,0.6,0.1,0.59,1.3,10.4
Derrick Favors,2012,20.0,65.0,9.0,21.2,3.4,6.8,0.499,0.0,0.0,0.0,3.4,6.8,0.499,0.499,1.9,3.0,0.0,2.4,4.1,6.5,0.7,0.6,1.0,0.62,2.2,8.8
Raymond Felton,2012,27.0,60.0,56.0,31.8,4.4,10.7,0.40700000000000003,1.0,3.4,0.305,3.3,7.3,0.45299999999999996,0.455,1.7,2.1,0.8059999999999999,0.5,2.0,2.5,6.5,1.3,0.2,0.36,2.0,11.4
Rudy Fernandez,2012,26.0,31.0,1.0,22.9,3.2,7.3,0.44,1.3,3.9,0.32799999999999996,1.9,3.3,0.573,0.529,1.0,1.4,0.698,0.3,1.8,2.1,2.4,1.0,0.1,0.77,1.2,8.6
Landry Fields,2012,23.0,66.0,62.0,28.7,3.6,7.8,0.46,0.5,1.8,0.256,3.1,5.9,0.523,0.49,1.2,2.1,0.562,0.9,3.3,4.2,2.6,1.2,0.3,0.67,1.5,8.8
Jeff Foote,2012,24.0,4.0,0.0,9.8,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.3,1.3,1.5,0.0,0.0,0.3,2.0,1.3,1.0
Gary Forbes,2012,26.0,48.0,2.0,14.9,2.3,5.6,0.413,0.6,1.7,0.349,1.7,3.9,0.441,0.467,1.4,1.9,0.725,0.6,1.6,2.1,1.1,0.5,0.1,0.91,1.2,6.6
T.J. Ford,2012,28.0,14.0,0.0,13.6,1.4,3.1,0.442,0.1,0.6,0.25,1.2,2.5,0.486,0.465,0.8,1.0,0.7859999999999999,0.2,1.1,1.3,3.2,0.6,0.1,0.62,1.6,3.6
Jeff Foster,2012,35.0,11.0,0.0,12.8,0.8,1.6,0.5,0.1,0.1,1.0,0.7,1.5,0.47100000000000003,0.528,0.5,0.8,0.667,1.6,2.2,3.8,0.4,0.7,0.1,1.67,2.4,2.3
Randy Foye,2012,28.0,65.0,48.0,25.9,3.9,9.9,0.39799999999999996,2.0,5.1,0.386,2.0,4.8,0.41,0.496,1.1,1.3,0.8590000000000001,0.4,1.7,2.1,2.2,0.7,0.4,0.91,2.0,11.0
Jimmer Fredette,2012,22.0,61.0,7.0,18.6,2.8,7.3,0.386,1.3,3.5,0.361,1.5,3.8,0.409,0.473,0.7,0.8,0.833,0.3,0.9,1.2,1.8,0.5,0.0,0.91,1.2,7.6
Channing Frye,2012,28.0,64.0,59.0,26.1,4.0,9.6,0.41600000000000004,1.4,4.1,0.34600000000000003,2.6,5.5,0.469,0.49,1.1,1.3,0.89,1.1,4.8,5.9,1.4,0.7,1.1,1.0,2.8,10.5
Dan Gadzuric,2012,33.0,2.0,0.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,2.0,2.5,0.0,0.5,0.5,2.0,2.0,0.0
Sundiata Gaines,2012,25.0,57.0,12.0,13.9,1.8,4.8,0.376,0.5,1.4,0.341,1.3,3.3,0.392,0.428,1.0,1.7,0.615,0.5,1.4,1.9,2.2,1.0,0.0,1.11,1.0,5.1
Danilo Gallinari,2012,23.0,43.0,40.0,31.4,4.5,10.8,0.414,1.4,4.3,0.32799999999999996,3.1,6.6,0.47,0.479,4.2,4.9,0.871,0.7,4.0,4.7,2.7,1.0,0.5,0.62,2.0,14.6
Francisco Garcia,2012,30.0,49.0,3.0,16.3,1.8,4.7,0.376,0.8,2.7,0.29,1.0,2.0,0.49,0.45899999999999996,0.5,0.6,0.8,0.2,1.8,2.0,0.6,0.7,0.8,2.5,1.5,4.8
Kevin Garnett,2012,35.0,60.0,60.0,31.1,6.5,13.0,0.503,0.1,0.2,0.33299999999999996,6.5,12.8,0.505,0.505,2.7,3.2,0.857,1.1,7.1,8.2,2.9,0.9,1.0,0.56,2.4,15.8
Marc Gasol,2012,27.0,65.0,65.0,36.5,5.5,11.4,0.48200000000000004,0.0,0.2,0.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.0,1.9,0.53,3.1,14.6
Pau Gasol,2012,31.0,65.0,65.0,37.4,7.1,14.1,0.501,0.1,0.4,0.259,7.0,13.7,0.508,0.504,3.1,4.0,0.782,2.8,7.6,10.4,3.6,0.6,1.4,0.45,2.0,17.4
Rudy Gay,2012,25.0,65.0,65.0,37.3,7.5,16.4,0.455,0.8,2.7,0.312,6.6,13.8,0.48200000000000004,0.48,3.2,4.0,0.7909999999999999,2.0,4.4,6.4,2.3,1.5,0.8,0.4,2.1,19.0
Alonzo Gee,2012,24.0,63.0,31.0,29.0,3.6,8.7,0.41200000000000003,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.7879999999999999,1.6,3.5,5.1,1.8,1.3,0.3,0.56,2.4,10.6
Paul George,2012,21.0,66.0,66.0,29.7,4.3,9.7,0.44,1.4,3.5,0.385,2.9,6.1,0.47200000000000003,0.51,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.6,0.6,0.56,2.9,12.1
Daniel Gibson,2012,25.0,35.0,7.0,26.2,2.5,7.1,0.35100000000000003,1.6,4.0,0.396,0.9,3.1,0.294,0.462,1.0,1.2,0.7909999999999999,0.3,2.6,2.9,2.2,0.7,0.5,0.77,2.0,7.5
Taj Gibson,2012,26.0,63.0,0.0,20.4,3.2,6.4,0.495,0.0,0.0,0.0,3.2,6.4,0.495,0.495,1.3,2.1,0.0,2.1,3.1,5.3,0.7,0.4,1.3,1.0,2.1,7.7
Manu Ginobili,2012,34.0,34.0,7.0,23.3,4.4,8.4,0.526,1.5,3.7,0.413,2.9,4.7,0.616,0.618,2.6,3.0,0.871,0.5,2.9,3.4,4.4,0.7,0.4,0.53,1.6,12.9
Ryan Gomes,2012,29.0,32.0,2.0,13.3,1.0,3.0,0.326,0.1,0.9,0.138,0.8,2.1,0.409,0.34700000000000003,0.3,0.3,0.727,0.4,1.5,1.9,0.4,0.5,0.0,2.0,1.1,2.3
Drew Gooden,2012,30.0,56.0,46.0,26.2,5.1,11.7,0.43700000000000006,0.3,1.0,0.29100000000000004,4.8,10.8,0.45,0.449,3.1,3.7,0.846,2.3,4.2,6.5,2.6,0.8,0.6,0.53,2.0,13.7
Ben Gordon,2012,28.0,52.0,21.0,26.9,4.5,10.2,0.442,1.2,2.8,0.429,3.3,7.4,0.446,0.501,2.3,2.6,0.86,0.3,2.1,2.3,2.4,0.7,0.2,0.45,2.2,12.5
Eric Gordon,2012,23.0,9.0,9.0,34.4,7.0,15.6,0.45,1.1,4.4,0.25,5.9,11.1,0.53,0.486,5.4,7.2,0.754,0.2,2.6,2.8,3.4,1.4,0.4,0.37,2.2,20.6
Marcin Gortat,2012,27.0,66.0,66.0,32.0,6.5,11.7,0.555,0.0,0.0,0.0,6.5,11.6,0.557,0.555,2.5,3.8,0.649,2.8,7.2,10.0,0.9,0.7,1.5,0.71,2.2,15.4
Andrew Goudelock,2012,23.0,40.0,0.0,10.5,1.7,4.4,0.391,0.7,1.9,0.373,1.0,2.5,0.40399999999999997,0.47100000000000003,0.3,0.3,0.917,0.1,0.7,0.8,0.5,0.1,0.0,2.0,0.8,4.4
Danny Granger,2012,28.0,62.0,62.0,33.3,6.3,15.2,0.41600000000000004,2.0,5.2,0.381,4.3,10.0,0.434,0.48100000000000004,4.1,4.7,0.873,1.3,3.7,5.0,1.8,1.0,0.6,0.56,2.3,18.7
Aaron Gray,2012,27.0,49.0,40.0,16.6,1.7,3.3,0.516,0.0,0.0,0.0,1.7,3.3,0.516,0.516,0.5,1.0,0.0,1.7,4.0,5.7,0.6,0.4,0.3,1.0,2.6,3.9
Danny Green,2012,24.0,66.0,38.0,23.1,3.2,7.2,0.442,1.5,3.5,0.436,1.7,3.7,0.449,0.5489999999999999,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,9.1
Gerald Green,2012,26.0,31.0,2.0,25.2,5.0,10.3,0.48100000000000004,1.4,3.5,0.391,3.6,6.8,0.529,0.5479999999999999,1.6,2.1,0.754,0.5,3.0,3.5,1.1,0.9,0.5,0.56,2.6,12.9
Willie Green,2012,30.0,53.0,2.0,17.4,2.9,6.1,0.47100000000000003,0.9,2.1,0.442,1.9,4.0,0.486,0.5479999999999999,0.9,1.1,0.857,0.3,1.2,1.5,0.8,0.4,0.1,1.67,1.4,7.6
Donte Greene,2012,23.0,53.0,7.0,14.7,2.0,5.0,0.406,0.5,2.0,0.23800000000000002,1.6,3.0,0.516,0.45299999999999996,0.8,1.0,0.8,0.4,2.2,2.5,0.6,0.3,0.5,1.67,1.3,5.4
Blake Griffin,2012,22.0,66.0,66.0,36.2,8.5,15.5,0.5489999999999999,0.0,0.2,0.125,8.5,15.2,0.556,0.55,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,0.43,3.3,20.7
Hamed Haddadi,2012,26.0,35.0,0.0,5.9,0.7,1.4,0.542,0.0,0.0,0.0,0.7,1.3,0.5529999999999999,0.542,0.5,0.7,0.6920000000000001,0.8,1.2,2.0,0.2,0.0,0.7,1.67,1.2,2.0
Jordan Hamilton,2012,21.0,26.0,2.0,9.9,1.8,4.3,0.43200000000000005,0.7,1.8,0.36200000000000004,1.2,2.5,0.484,0.509,0.1,0.2,0.4,0.4,2.0,2.4,0.8,0.2,0.1,1.67,0.6,4.4
Richard Hamilton,2012,33.0,28.0,28.0,24.9,5.0,11.1,0.452,0.6,1.6,0.37,4.4,9.4,0.466,0.479,1.0,1.3,0.784,0.7,1.6,2.4,3.0,0.4,0.0,0.56,2.0,11.6
Tyler Hansbrough,2012,26.0,66.0,0.0,21.8,2.9,7.3,0.405,0.0,0.0,0.0,2.9,7.2,0.406,0.405,3.4,4.2,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1.0,2.4,9.3
Luke Harangody,2012,24.0,21.0,1.0,11.0,1.1,3.1,0.354,0.2,1.0,0.23800000000000002,0.9,2.1,0.409,0.392,0.4,0.6,0.75,1.0,1.6,2.5,0.3,0.3,0.1,5.0,0.8,2.9
James Harden,2012,22.0,62.0,2.0,31.4,5.0,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.5820000000000001,5.0,6.0,0.846,0.5,3.6,4.1,3.7,1.0,0.2,0.45,2.4,16.8
Justin Harper,2012,22.0,14.0,0.0,6.0,0.6,2.2,0.29,0.1,0.9,0.154,0.5,1.3,0.389,0.32299999999999995,0.0,0.1,0.0,0.2,0.6,0.9,0.1,0.1,0.2,2.5,0.4,1.4
Josh Harrellson,2012,22.0,37.0,4.0,14.6,1.7,4.0,0.423,0.5,1.6,0.33899999999999997,1.2,2.4,0.478,0.49,0.4,0.7,0.615,1.3,2.6,3.9,0.3,0.6,0.5,2.0,1.3,4.4
Al Harrington,2012,31.0,64.0,1.0,27.5,5.4,12.1,0.446,1.6,4.7,0.33299999999999996,3.8,7.3,0.519,0.512,1.9,2.8,0.6759999999999999,1.1,5.0,6.1,1.4,0.9,0.2,0.56,2.8,14.2
Devin Harris,2012,28.0,63.0,63.0,27.6,3.8,8.6,0.445,1.2,3.4,0.36200000000000004,2.6,5.2,0.498,0.516,2.5,3.3,0.746,0.2,1.6,1.8,5.0,1.0,0.2,0.53,2.2,11.3
Manny Harris,2012,22.0,26.0,5.0,17.5,2.3,5.8,0.4,0.5,1.4,0.33299999999999996,1.8,4.4,0.42100000000000004,0.44,1.6,2.3,0.695,0.4,2.3,2.7,1.2,0.5,0.2,1.0,1.1,6.7
Terrel Harris,2012,24.0,22.0,1.0,14.5,1.3,3.8,0.349,0.4,1.8,0.205,1.0,2.0,0.47700000000000004,0.39799999999999996,0.6,1.0,0.667,0.8,1.5,2.3,1.2,0.4,0.1,0.91,1.5,3.6
Tobias Harris,2012,19.0,42.0,9.0,11.4,1.9,4.0,0.467,0.1,0.5,0.261,1.7,3.5,0.5,0.485,1.0,1.3,0.815,0.7,1.7,2.4,0.5,0.3,0.2,1.43,1.1,5.0
Udonis Haslem,2012,31.0,64.0,10.0,24.8,2.4,5.6,0.423,0.0,0.0,0.0,2.4,5.6,0.423,0.423,1.3,1.6,0.0,1.8,5.5,7.3,0.7,0.5,0.4,1.11,2.2,6.0
Spencer Hawes,2012,23.0,37.0,29.0,24.9,4.2,8.6,0.489,0.1,0.3,0.25,4.1,8.3,0.498,0.494,1.1,1.5,0.727,2.1,5.2,7.3,2.6,0.4,1.3,0.67,2.7,9.6
Chuck Hayes,2012,28.0,54.0,9.0,19.2,1.4,3.1,0.429,0.0,0.0,0.0,1.4,3.1,0.435,0.429,0.5,0.7,0.667,1.3,3.0,4.3,1.4,0.7,0.3,1.11,2.1,3.2
Gordon Hayward,2012,21.0,66.0,58.0,30.5,4.0,8.9,0.456,0.8,2.4,0.34600000000000003,3.2,6.5,0.496,0.503,2.9,3.5,0.8320000000000001,0.9,2.6,3.5,3.1,0.8,0.6,0.59,1.6,11.8
Lazar Hayward,2012,25.0,26.0,0.0,5.4,0.5,1.5,0.342,0.2,0.5,0.28600000000000003,0.3,0.9,0.375,0.395,0.3,0.5,0.583,0.1,0.5,0.6,0.2,0.1,0.0,3.33,0.7,1.4
Brendan Haywood,2012,32.0,54.0,54.0,21.2,2.2,4.2,0.518,0.0,0.0,0.0,2.2,4.2,0.518,0.518,0.8,1.8,0.0,2.6,3.4,6.0,0.4,0.4,1.0,1.11,2.2,5.2
Gerald Henderson,2012,24.0,55.0,55.0,33.3,6.0,13.1,0.45899999999999996,0.2,0.9,0.23399999999999999,5.8,12.3,0.475,0.467,2.8,3.7,0.76,1.2,2.9,4.1,2.3,0.9,0.4,0.56,2.3,15.1
Xavier Henry,2012,20.0,45.0,0.0,16.9,2.0,5.1,0.395,0.2,0.4,0.41200000000000003,1.8,4.7,0.39299999999999996,0.41,1.2,1.9,0.612,0.5,1.8,2.4,0.8,0.6,0.2,1.25,1.3,5.3
Roy Hibbert,2012,25.0,65.0,65.0,29.8,5.1,10.3,0.49700000000000005,0.0,0.0,0.0,5.1,10.3,0.498,0.49700000000000005,2.6,3.7,0.711,3.3,5.5,8.8,1.7,0.5,2.0,0.5,3.0,12.8
Cory Higgins,2012,22.0,38.0,0.0,11.1,1.4,4.2,0.325,0.1,0.5,0.2,1.3,3.7,0.34299999999999997,0.33799999999999997,1.1,1.6,0.7,0.2,0.7,0.9,0.9,0.1,0.2,1.0,1.1,3.9
George Hill,2012,25.0,50.0,9.0,25.5,3.4,7.6,0.442,1.1,2.9,0.36700000000000005,2.3,4.7,0.489,0.513,1.8,2.3,0.778,0.6,2.4,3.0,2.9,0.8,0.3,1.0,2.0,9.6
Grant Hill,2012,39.0,49.0,46.0,28.1,4.1,9.2,0.446,0.3,1.1,0.264,3.8,8.1,0.47,0.461,1.7,2.2,0.7609999999999999,0.6,2.9,3.5,2.2,0.8,0.6,0.77,1.8,10.2
Kirk Hinrich,2012,31.0,48.0,31.0,25.8,2.5,6.1,0.414,1.0,2.8,0.34600000000000003,1.6,3.3,0.47200000000000003,0.493,0.5,0.7,0.7809999999999999,0.2,1.9,2.1,2.8,0.8,0.2,0.83,2.1,6.6
Darington Hobson,2012,24.0,5.0,0.0,7.8,0.4,2.6,0.154,0.0,1.2,0.0,0.4,1.4,0.28600000000000003,0.154,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.0,0.0,2.5,0.2,0.8
Jrue Holiday,2012,21.0,65.0,65.0,33.8,5.5,12.8,0.43200000000000005,1.0,2.6,0.38,4.5,10.2,0.445,0.47100000000000003,1.4,1.8,0.7829999999999999,0.9,2.4,3.3,4.5,1.6,0.3,0.48,2.1,13.5
Tyler Honeycutt,2012,21.0,15.0,0.0,5.9,0.5,1.6,0.33299999999999996,0.1,0.2,0.33299999999999996,0.5,1.4,0.33299999999999996,0.354,0.2,0.3,0.6,0.2,0.7,0.9,0.5,0.3,0.2,10.0,0.2,1.3
Al Horford,2012,25.0,11.0,11.0,31.6,5.2,9.4,0.5529999999999999,0.0,0.1,0.0,5.2,9.3,0.5589999999999999,0.5529999999999999,2.0,2.7,0.733,2.4,4.6,7.0,2.2,0.9,1.3,0.67,1.9,12.4
Dennis Horner,2012,23.0,8.0,0.0,2.8,0.1,0.5,0.25,0.0,0.1,0.0,0.1,0.4,0.33299999999999996,0.25,0.4,0.5,0.75,0.3,0.4,0.6,0.0,0.0,0.0,10.0,0.1,0.6
Dwight Howard,2012,26.0,54.0,54.0,38.3,7.7,13.4,0.573,0.0,0.1,0.0,7.7,13.3,0.579,0.573,5.2,10.6,0.491,3.7,10.8,14.5,1.9,1.5,2.1,0.31,2.9,20.6
